Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,Distance_KM
2026-08-27,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2594.95,2926.23,2760.59,15
2026-08-28,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2602.0,2934.16,2768.08,15
2026-08-29,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2603.38,2935.72,2769.55,15
2026-08-30,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2614.2,2947.92,2781.06,15
2026-08-31,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2618.37,2952.63,2785.5,15
2026-09-01,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2613.46,2947.1,2780.28,15
2026-09-02,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2611.98,2945.42,2778.7,15
2026-09-03,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2597.17,2928.73,2762.95,15
2026-09-04,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2591.32,2922.12,2756.72,15
2026-09-05,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2588.88,2919.38,2754.13,15
2026-09-06,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2592.56,2923.52,2758.04,15
2026-09-07,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2587.7,2918.04,2752.87,15
2026-09-08,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2579.58,2908.88,2744.23,15
2026-09-09,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2567.23,2894.97,2731.1,15
2026-09-10,Uttar Pradesh,Agra,Agra Mandi,Rice,Sona Masoori,2563.39,2890.63,2727.01,15
2026-05-14,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2528.74,2851.56,2690.15,60
2026-05-15,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2528.26,2851.02,2689.64,60
2026-05-16,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2542.07,2866.59,2704.33,60
2026-05-17,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2533.14,2856.52,2694.83,60
2026-05-18,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2521.49,2843.39,2682.44,60
2026-05-19,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2526.53,2849.07,2687.8,60
2026-05-20,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.31,2844.31,2683.31,60
2026-05-21,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2520.37,2842.11,2681.24,60
2026-05-22,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2515.51,2836.63,2676.07,60
2026-05-23,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2513.94,2834.86,2674.4,60
2026-05-24,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2524.13,2846.35,2685.24,60
2026-05-25,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2529.28,2852.16,2690.72,60
2026-05-26,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2534.81,2858.41,2696.61,60
2026-05-27,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2525.93,2848.39,2687.16,60
2026-05-28,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2518.71,2840.25,2679.48,60
2026-05-29,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2500.82,2820.08,2660.45,60
2026-05-30,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2495.78,2814.38,2655.08,60
2026-05-31,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2501.9,2821.3,2661.6,60
2026-06-01,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2505.25,2825.07,2665.16,60
2026-06-02,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2503.93,2823.57,2663.75,60
2026-06-03,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2503.86,2823.5,2663.68,60
2026-06-04,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2499.57,2818.67,2659.12,60
2026-06-05,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2500.95,2820.21,2660.58,60
2026-06-06,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2505.87,2825.77,2665.82,60
2026-06-07,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2495.72,2814.32,2655.02,60
2026-06-08,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2497.69,2816.55,2657.12,60
2026-06-09,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2503.67,2823.29,2663.48,60
2026-06-10,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2501.12,2820.42,2660.77,60
2026-06-11,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2505.63,2825.49,2665.56,60
2026-06-12,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2523.52,2845.68,2684.6,60
2026-06-13,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.94,2845.02,2683.98,60
2026-06-14,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2525.51,2847.91,2686.71,60
2026-06-15,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2520.91,2842.73,2681.82,60
2026-06-16,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.13,2844.11,2683.12,60
2026-06-17,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2525.12,2847.48,2686.3,60
2026-06-18,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2526.43,2848.95,2687.69,60
2026-06-19,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2520.06,2841.76,2680.91,60
2026-06-20,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2521.44,2843.32,2682.38,60
2026-06-21,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2530.76,2853.84,2692.3,60
2026-06-22,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2533.69,2857.13,2695.41,60
2026-06-23,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2539.84,2864.08,2701.96,60
2026-06-24,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2538.42,2862.48,2700.45,60
2026-06-25,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2543.25,2867.91,2705.58,60
2026-06-26,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2545.09,2869.99,2707.54,60
2026-06-27,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2539.15,2863.29,2701.22,60
2026-06-28,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2541.23,2865.65,2703.44,60
2026-06-29,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2535.04,2858.66,2696.85,60
2026-06-30,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2531.11,2854.23,2692.67,60
2026-07-01,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2532.38,2855.66,2694.02,60
2026-07-02,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2534.33,2857.87,2696.1,60
2026-07-03,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2526.89,2849.47,2688.18,60
2026-07-04,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2533.64,2857.08,2695.36,60
2026-07-05,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2537.33,2861.25,2699.29,60
2026-07-06,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2532.94,2856.3,2694.62,60
2026-07-07,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2523.29,2845.41,2684.35,60
2026-07-08,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.44,2844.46,2683.45,60
2026-07-09,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2519.7,2841.36,2680.53,60
2026-07-10,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2520.5,2842.26,2681.38,60
2026-07-11,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2518.27,2839.75,2679.01,60
2026-07-12,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2505.64,2825.5,2665.57,60
2026-07-13,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2503.26,2822.82,2663.04,60
2026-07-14,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2501.4,2820.72,2661.06,60
2026-07-15,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2505.49,2825.33,2665.41,60
2026-07-16,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2501.14,2820.44,2660.79,60
2026-07-17,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2511.84,2832.5,2672.17,60
2026-07-18,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2499.82,2818.94,2659.38,60
2026-07-19,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2508.19,2828.39,2668.29,60
2026-07-20,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2506.85,2826.87,2666.86,60
2026-07-21,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2512.37,2833.09,2672.73,60
2026-07-22,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2512.95,2833.75,2673.35,60
2026-07-23,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2520.23,2841.97,2681.1,60
2026-07-24,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2517.87,2839.29,2678.58,60
2026-07-25,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2510.98,2831.54,2671.26,60
2026-07-26,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2520.06,2841.76,2680.91,60
2026-07-27,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2519.41,2841.03,2680.22,60
2026-07-28,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2520.89,2842.71,2681.8,60
2026-07-29,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2528.78,2851.6,2690.19,60
2026-07-30,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.32,2844.32,2683.32,60
2026-07-31,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2526.17,2848.65,2687.41,60
2026-08-01,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.51,2844.53,2683.52,60
2026-08-02,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2521.75,2843.67,2682.71,60
2026-08-03,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.28,2844.28,2683.28,60
2026-08-04,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2512.86,2833.66,2673.26,60
2026-08-05,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2508.0,2828.18,2668.09,60
2026-08-06,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2516.63,2837.91,2677.27,60
2026-08-07,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.32,2844.32,2683.32,60
2026-08-08,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.0,2843.96,2682.98,60
2026-08-09,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2523.62,2845.78,2684.7,60
2026-08-10,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2521.83,2843.77,2682.8,60
2026-08-11,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2530.49,2853.53,2692.01,60
2026-08-12,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2529.3,2852.2,2690.75,60
2026-08-13,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2530.85,2853.93,2692.39,60
2026-08-14,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2538.18,2862.2,2700.19,60
2026-08-15,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2533.33,2856.73,2695.03,60
2026-08-16,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2543.27,2867.95,2705.61,60
2026-08-17,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2533.66,2857.1,2695.38,60
2026-08-18,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2544.05,2868.83,2706.44,60
2026-08-19,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2541.77,2866.25,2704.01,60
2026-08-20,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2540.31,2864.61,2702.46,60
2026-08-21,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2528.42,2851.2,2689.81,60
2026-08-22,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2525.62,2848.04,2686.83,60
2026-08-23,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2519.12,2840.7,2679.91,60
2026-08-24,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2515.35,2836.45,2675.9,60
2026-08-25,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2514.55,2835.55,2675.05,60
2026-08-26,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2520.69,2842.47,2681.58,60
2026-08-27,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2522.08,2844.04,2683.06,60
2026-08-28,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2524.1,2846.32,2685.21,60
2026-08-29,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2517.24,2838.6,2677.92,60
2026-08-30,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2511.75,2832.39,2672.07,60
2026-08-31,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2523.2,2845.32,2684.26,60
2026-09-01,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2518.63,2840.15,2679.39,60
2026-09-02,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2529.19,2852.07,2690.63,60
2026-09-03,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2527.73,2850.41,2689.07,60
2026-09-04,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2527.82,2850.52,2689.17,60
2026-09-05,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2534.66,2858.24,2696.45,60
2026-09-06,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2542.79,2867.41,2705.1,60
2026-09-07,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2542.16,2866.7,2704.43,60
2026-09-08,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2539.79,2864.01,2701.9,60
2026-09-09,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2539.5,2863.7,2701.6,60
2026-09-10,Delhi,North Delhi,Azadpur Mandi,Rice,Common,2541.72,2866.2,2703.96,60
2026-05-14,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2465.98,2780.78,2623.38,480
2026-05-15,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2464.47,2779.09,2621.78,480
2026-05-16,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2463.1,2777.54,2620.32,480
2026-05-17,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2460.68,2774.8,2617.74,480
2026-05-18,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2457.46,2771.18,2614.32,480
2026-05-19,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2459.35,2773.31,2616.33,480
2026-05-20,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2450.21,2763.01,2606.61,480
2026-05-21,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2458.17,2771.97,2615.07,480
2026-05-22,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2454.15,2767.45,2610.8,480
2026-05-23,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2458.65,2772.53,2615.59,480
2026-05-24,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2450.93,2763.81,2607.37,480
2026-05-25,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2455.11,2768.53,2611.82,480
2026-05-26,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2459.31,2773.27,2616.29,480
2026-05-27,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2461.75,2776.01,2618.88,480
2026-05-28,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2455.71,2769.21,2612.46,480
2026-05-29,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2457.32,2771.02,2614.17,480
2026-05-30,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2450.12,2762.9,2606.51,480
2026-05-31,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2448.64,2761.24,2604.94,480
2026-06-01,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2455.05,2768.45,2611.75,480
2026-06-02,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2460.02,2774.06,2617.04,480
2026-06-03,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2460.18,2774.24,2617.21,480
2026-06-04,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2454.26,2767.58,2610.92,480
2026-06-05,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2458.31,2772.13,2615.22,480
2026-06-06,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2458.49,2772.35,2615.42,480
2026-06-07,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2444.31,2756.35,2600.33,480
2026-06-08,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2449.19,2761.85,2605.52,480
2026-06-09,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2449.11,2761.77,2605.44,480
2026-06-10,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2456.59,2770.19,2613.39,480
2026-06-11,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2449.92,2762.68,2606.3,480
2026-06-12,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2430.46,2740.74,2585.6,480
2026-06-13,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2432.26,2742.76,2587.51,480
2026-06-14,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2434.12,2744.86,2589.49,480
2026-06-15,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2423.8,2733.22,2578.51,480
2026-06-16,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2417.86,2726.52,2572.19,480
2026-06-17,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2434.87,2745.71,2590.29,480
2026-06-18,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2433.07,2743.67,2588.37,480
2026-06-19,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2437.64,2748.82,2593.23,480
2026-06-20,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2433.71,2744.39,2589.05,480
2026-06-21,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2420.93,2729.99,2575.46,480
2026-06-22,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2419.96,2728.9,2574.43,480
2026-06-23,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2418.4,2727.14,2572.77,480
2026-06-24,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2416.02,2724.44,2570.23,480
2026-06-25,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2415.39,2723.73,2569.56,480
2026-06-26,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2417.09,2725.65,2571.37,480
2026-06-27,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2416.23,2724.69,2570.46,480
2026-06-28,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2408.53,2716.01,2562.27,480
2026-06-29,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2411.6,2719.46,2565.53,480
2026-06-30,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2399.69,2706.03,2552.86,480
2026-07-01,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2387.16,2691.9,2539.53,480
2026-07-02,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2391.77,2697.11,2544.44,480
2026-07-03,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2394.97,2700.71,2547.84,480
2026-07-04,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2394.69,2700.39,2547.54,480
2026-07-05,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2386.18,2690.8,2538.49,480
2026-07-06,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2381.9,2685.98,2533.94,480
2026-07-07,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2380.36,2684.24,2532.3,480
2026-07-08,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2370.62,2673.26,2521.94,480
2026-07-09,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2366.16,2668.22,2517.19,480
2026-07-10,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2370.24,2672.82,2521.53,480
2026-07-11,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2379.09,2682.81,2530.95,480
2026-07-12,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2376.58,2679.98,2528.28,480
2026-07-13,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2381.31,2685.31,2533.31,480
2026-07-14,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2369.62,2672.12,2520.87,480
2026-07-15,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2373.74,2676.78,2525.26,480
2026-07-16,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2368.88,2671.28,2520.08,480
2026-07-17,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2370.84,2673.5,2522.17,480
2026-07-18,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2369.39,2671.87,2520.63,480
2026-07-19,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2377.58,2681.1,2529.34,480
2026-07-20,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2372.28,2675.12,2523.7,480
2026-07-21,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2376.21,2679.55,2527.88,480
2026-07-22,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2374.56,2677.7,2526.13,480
2026-07-23,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2373.67,2676.69,2525.18,480
2026-07-24,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2372.61,2675.49,2524.05,480
2026-07-25,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2367.48,2669.72,2518.6,480
2026-07-26,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2367.47,2669.71,2518.59,480
2026-07-27,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2367.16,2669.34,2518.25,480
2026-07-28,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2368.72,2671.1,2519.91,480
2026-07-29,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2369.31,2671.77,2520.54,480
2026-07-30,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2374.29,2677.39,2525.84,480
2026-07-31,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2380.04,2683.88,2531.96,480
2026-08-01,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2373.65,2676.67,2525.16,480
2026-08-02,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2379.07,2682.79,2530.93,480
2026-08-03,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2371.85,2674.63,2523.24,480
2026-08-04,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2375.54,2678.8,2527.17,480
2026-08-05,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2379.42,2683.18,2531.3,480
2026-08-06,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2367.75,2670.01,2518.88,480
2026-08-07,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2368.39,2670.73,2519.56,480
2026-08-08,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2365.59,2667.57,2516.58,480
2026-08-09,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2360.99,2662.39,2511.69,480
2026-08-10,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2369.37,2671.85,2520.61,480
2026-08-11,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2365.43,2667.39,2516.41,480
2026-08-12,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2360.55,2661.89,2511.22,480
2026-08-13,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2361.08,2662.5,2511.79,480
2026-08-14,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2365.37,2667.33,2516.35,480
2026-08-15,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2364.57,2666.43,2515.5,480
2026-08-16,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2371.82,2674.6,2523.21,480
2026-08-17,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2375.15,2678.37,2526.76,480
2026-08-18,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2361.83,2663.35,2512.59,480
2026-08-19,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2358.66,2659.76,2509.21,480
2026-08-20,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2355.27,2655.95,2505.61,480
2026-08-21,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2358.3,2659.36,2508.83,480
2026-08-22,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2342.24,2641.24,2491.74,480
2026-08-23,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2357.98,2659.0,2508.49,480
2026-08-24,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2361.32,2662.76,2512.04,480
2026-08-25,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2362.3,2663.88,2513.09,480
2026-08-26,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2369.65,2672.15,2520.9,480
2026-08-27,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2384.13,2688.49,2536.31,480
2026-08-28,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2389.56,2694.6,2542.08,480
2026-08-29,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2395.46,2701.26,2548.36,480
2026-08-30,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2396.34,2702.26,2549.3,480
2026-08-31,Madhya Pradesh,Bhopal,Bhopal Mandi,Rice,Sona Masoori,2395.54,2701.36,2548.45,480
